"CountryCode","SeriesCode","DESCRIPTION",
"BLZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data are not available.",
"BLZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","IT.NET.USER.ZS","Belize Telecommunications Ltd (BTL).",
"BLZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BLZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BLZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BLZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BLZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BMU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BMU","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BMU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BMU","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","IT.CEL.SETS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","SP.POP.GROW","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","IT.MLT.MAIN.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","IT.NET.USER.ZS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BMU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BMU","IT.CEL.SETS.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","SP.DYN.CDRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.FE.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","IT.MLT.MAIN","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2002-2005: country data.",
"BMU","SP.DYN.TFRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.",
"BMU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BMU","IT.NET.BBND","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BMU","SP.DYN.CBRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","IT.NET.BBND.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","SP.POP.TOTL","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.MA.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"BMU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BOL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BOL","MS.MIL.XPND.ZS","1989-1998 SIPRI estimates.",
"BOL","IT.CEL.SETS.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BOL","IT.NET.BBND.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BOL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BOL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BOL","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BOL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.",
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BOL","IT.CEL.SETS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","MS.MIL.XPND.CN","1961-1998 SIPRI estimates.",
"BOL","MS.MIL.XPND.CD","1961-1998 SIPRI estimates.",
"BOL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BOL","IT.NET.BBND","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","IT.MLT.MAIN.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BOL","IT.MLT.MAIN","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are based on reports provided by the country.",
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"BRA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRA","IT.NET.BBND.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","IT.NET.BBND","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","IT.MLT.MAIN","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRA","IT.MLT.MAIN.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","MS.MIL.XPND.CN","1960-1994 SIPRI estimates.",
"BRA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including nationals residing abroad.",
"BRA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BRA","IT.CEL.SETS.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BRA","MS.MIL.XPND.CD","1960-1994 SIPRI estimates.",
"BRA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRA","IT.CEL.SETS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","IT.CEL.SETS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BRB","IT.CEL.SETS.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRB","IT.NET.BBND.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2017, 2018: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data used in the preparation of this edition of the Compendium.",
"BRB","IT.MLT.MAIN.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRB","IT.NET.BBND","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.MLT.MAIN","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"BRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRN","IT.MLT.MAIN","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.NET.BBND","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","IT.NET.BBND.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.MLT.MAIN.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","IT.CEL.SETS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRN","IT.CEL.SETS.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BTN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","IT.NET.BBND","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.",
"BTN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures.",
"BTN","IT.NET.BBND.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BTN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BTN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BTN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"BTN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BTN","IT.CEL.SETS.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on data from the BIS.",
"BTN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BTN","IT.CEL.SETS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BTN","IT.MLT.MAIN.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BTN","IT.MLT.MAIN","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2019 is based on data from the BIS.",
"BWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BWA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BWA","IT.NET.BBND","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BWA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","IT.CEL.SETS.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","IT.MLT.MAIN","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BWA","IT.CEL.SETS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BWA","IT.NET.BBND.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"CAF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","ST.INT.RCPT.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","IT.NET.BBND","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"CAF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAF","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"CAF","ST.INT.XPND.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","IT.CEL.SETS.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air to Bangui only.",
"CAF","IT.MLT.MAIN.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TVLX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","ST.INT.TRNX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAF","IT.NET.BBND.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","ST.INT.TVLR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CAF","IT.MLT.MAIN","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CAF","ST.INT.TRNR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data.",
"CAF","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"CAF","IT.CEL.SETS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAN","IS.RRS.PASG.KM","Source: OECD",
"CAN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data based on customs counts and adjusted using questionnaire surveys. Note: Different types of methodological changes that affect the estimates for 2000 and 2001 for expenditures and characteristics of International Tourists to Canada, have been introduced in 2002. Therefore, Statistics Canada advises not to compare the estimates for 2000 and 2001 with the years prior because of these methodological changes for the non-count estimates (one of the reasons average length of stay numbers are not provided).",
"CAN","CM.MKT.TRNR","Method of calculation: Before 2000, total domestic value of share trading of TMX Group and Bourse de MontrÃ©al divided by total domestic market capitalization of the two exchanges. After 2000, Bourse de MontrÃ©al does not have a cash market and is thus excluded.",
"CAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","IT.CEL.SETS.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada",
"CAN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"CAN","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","IS.RRS.TOTL.KM","Data before 2005 are for Canadian National Line only.",
"CAN","CM.MKT.LCAP.CD","Data for TMX Group. Data for years 2008-2012, 2014-2015, 2020 - includes Canadian Securities Exchange",
